267,1935-10-13,1935,Torino FC,Unione Triestina,5-3,5,3,1,H
268,1935-10-13,1935,US Alessandria 1912,Brescia Calcio,5-0,5,0,1,H
269,1935-10-13,1935,AS Bari,AC Milan,0-2,0,2,1,A
270,1935-10-13,1935,ACF Fiorentina,Sampierdarenese,1-1,1,1,1,D
271,1935-10-13,1935,Inter,US Palermo,4-0,4,0,1,H
272,1935-10-13,1935,SSC Napoli,Bologna FC,0-1,0,1,1,A
273,1935-10-20,1935,AC Milan,Torino FC,0-1,0,1,1,A
274,1935-10-20,1935,Unione Triestina,US Alessandria 1912,0-0,0,0,1,D
275,1935-10-20,1935,Sampierdarenese,AS Bari,2-1,2,1,1,H
276,1935-10-20,1935,AS Roma,Inter,0-0,0,0,1,D
277,1935-10-20,1935,SSC Napoli,ACF Fiorentina,4-0,4,0,1,H
278,1935-10-20,1935,Juventus,Bologna FC,0-0,0,0,1,D
279,1935-10-20,1935,Brescia Calcio,Genova 1893 Circolo del Calcio,0-0,0,0,1,D
280,1935-10-20,1935,US Palermo,Lazio Roma,2-1,2,1,1,H
281,1935-11-03,1935,AS Bari,AS Roma,0-1,0,1,1,A
282,1935-11-03,1935,Torino FC,US Palermo,5-0,5,0,1,H
283,1935-11-03,1935,Lazio Roma,Sampierdarenese,5-0,5,0,1,H
284,1935-11-03,1935,Genova 1893 Circolo del Calcio,AC Milan,3-3,3,3,1,D
285,1935-11-03,1935,Inter,Unione Triestina,5-0,5,0,1,H
286,1935-11-03,1935,US Alessandria 1912,SSC Napoli,2-3,2,3,1,A
287,1935-11-03,1935,ACF Fiorentina,Juventus,1-1,1,1,1,D
288,1935-11-03,1935,Bologna FC,Brescia Calcio,1-0,1,0,1,H
289,1935-11-10,1935,AC Milan,Bologna FC,1-2,1,2,1,A
290,1935-11-10,1935,Sampierdarenese,Unione Triestina,2-2,2,2,1,D
291,1935-11-10,1935,AS Roma,ACF Fiorentina,0-1,0,1,1,A
292,1935-11-10,1935,SSC Napoli,Torino FC,0-1,0,1,1,A
293,1935-11-10,1935,Juventus,AS Bari,0-0,0,0,1,D
294,1935-11-10,1935,Brescia Calcio,Lazio Roma,3-1,3,1,1,H
