,Date,Season,home,visitor,HT,FT,hgoal,vgoal,tier,round,group,notes,result
12377,1986-09-21,1986,Real Zaragoza,Espanyol Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
12378,1986-09-21,1986,CA Osasuna,Athletic Bilbao,0-1,0-1,0,1,1,league,NA,NA,A
12379,1986-09-21,1986,Real Betis,Real Madrid,1-5,2-6,2,6,1,league,NA,NA,A
12380,1986-09-21,1986,Real Sociedad,Real Valladolid,1-1,1-2,1,2,1,league,NA,NA,A
12381,1986-09-27,1986,UD Las Palmas,Sporting Gijon,1-3,3-4,3,4,1,league,NA,NA,A
12382,1986-09-27,1986,Athletic Bilbao,FC Barcelona,0-2,2-2,2,2,1,league,NA,NA,D
12383,1986-09-27,1986,Real Madrid,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12384,1986-09-28,1986,CE Sabadell,RCD Mallorca,1-2,1-3,1,3,1,league,NA,NA,A
12385,1986-09-28,1986,Sevilla FC,Racing Santander,2-0,2-0,2,0,1,league,NA,NA,H
12386,1986-09-28,1986,Real Murcia,Real Zaragoza,0-0,1-2,1,2,1,league,NA,NA,A
12387,1986-09-28,1986,Cadiz CF,Atletico Madrid,0-1,0-1,0,1,1,league,NA,NA,A
12388,1986-09-28,1986,Espanyol Barcelona,Real Betis,0-0,3-1,3,1,1,league,NA,NA,H
12389,1986-09-28,1986,Real Valladolid,CA Osasuna,0-1,1-1,1,1,1,league,NA,NA,D
12390,1986-10-04,1986,FC Barcelona,Real Valladolid,2-0,3-0,3,0,1,league,NA,NA,H
12391,1986-10-04,1986,Real Sociedad,Espanyol Barcelona,3-1,3-3,3,3,1,league,NA,NA,D
12392,1986-10-05,1986,Cadiz CF,CE Sabadell,3-1,3-1,3,1,1,league,NA,NA,H
12393,1986-10-05,1986,Real Betis,Real Murcia,2-0,3-1,3,1,1,league,NA,NA,H
12394,1986-10-05,1986,Atletico Madrid,Sporting Gijon,0-0,1-0,1,0,1,league,NA,NA,H
12395,1986-10-05,1986,Real Zaragoza,UD Las Palmas,1-0,2-1,2,1,1,league,NA,NA,H
12396,1986-10-05,1986,RCD Mallorca,Sevilla FC,0-1,1-1,1,1,1,league,NA,NA,D
12397,1986-10-05,1986,CA Osasuna,Real Madrid,1-0,1-0,1,0,1,league,NA,NA,H
12398,1986-10-05,1986,Racing Santander,Athletic Bilbao,0-0,2-1,2,1,1,league,NA,NA,H
12399,1986-10-08,1986,Real Madrid,FC Barcelona,1-1,1-1,1,1,1,league,NA,NA,D
12400,1986-10-08,1986,Real Murcia,Real Sociedad,0-1,1-2,1,2,1,league,NA,NA,A
12401,1986-10-08,1986,CE Sabadell,Atletico Madrid,0-0,0-2,0,2,1,league,NA,NA,A
12402,1986-10-08,1986,UD Las Palmas,Real Betis,0-0,0-0,0,0,1,league,NA,NA,D
12403,1986-10-08,1986,Real Valladolid,Racing Santander,2-0,2-0,2,0,1,league,NA,NA,H
12404,1986-10-08,1986,Espanyol Barcelona,CA Osasuna,0-0,1-0,1,0,1,league,NA,NA,H
12405,1986-10-08,1986,Athletic Bilbao,RCD Mallorca,1-1,2-1,2,1,1,league,NA,NA,H
12406,1986-10-08,1986,Sevilla FC,Cadiz CF,0-0,0-0,0,0,1,league,NA,NA,D
12407,1986-10-08,1986,Sporting Gijon,Real Zaragoza,1-0,1-0,1,0,1,league,NA,NA,H
12408,1986-10-12,1986,CE Sabadell,Sevilla FC,2-0,2-2,2,2,1,league,NA,NA,D
12409,1986-10-12,1986,Cadiz CF,Athletic Bilbao,0-0,1-0,1,0,1,league,NA,NA,H
12410,1986-10-12,1986,FC Barcelona,Espanyol Barcelona,1-0,1-0,1,0,1,league,NA,NA,H
12411,1986-10-12,1986,Real Sociedad,UD Las Palmas,1-1,2-1,2,1,1,league,NA,NA,H
12412,1986-10-12,1986,Real Betis,Sporting Gijon,0-0,1-0,1,0,1,league,NA,NA,H
12413,1986-10-12,1986,RCD Mallorca,Real Valladolid,2-0,3-2,3,2,1,league,NA,NA,H
12414,1986-10-12,1986,CA Osasuna,Real Murcia,0-0,0-0,0,0,1,league,NA,NA,D
12415,1986-10-12,1986,Racing Santander,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
12416,1986-10-12,1986,Atletico Madrid,Real Zaragoza,1-0,2-1,2,1,1,league,NA,NA,H
12417,1986-10-18,1986,Real Madrid,RCD Mallorca,0-0,3-0,3,0,1,league,NA,NA,H
12418,1986-10-18,1986,UD Las Palmas,CA Osasuna,1-0,2-0,2,0,1,league,NA,NA,H
12419,1986-10-18,1986,Athletic Bilbao,CE Sabadell,4-0,4-2,4,2,1,league,NA,NA,H
12420,1986-10-18,1986,Real Zaragoza,Real Betis,2-1,2-3,2,3,1,league,NA,NA,A
12421,1986-10-19,1986,Sevilla FC,Atletico Madrid,1-0,3-0,3,0,1,league,NA,NA,H
12422,1986-10-19,1986,Sporting Gijon,Real Sociedad,0-0,0-1,0,1,1,league,NA,NA,A
12423,1986-10-19,1986,Espanyol Barcelona,Racing Santander,1-0,2-0,2,0,1,league,NA,NA,H
12424,1986-10-19,1986,Real Valladolid,Cadiz CF,1-0,1-1,1,1,1,league,NA,NA,D
12425,1986-10-19,1986,Real Murcia,FC Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
12426,1986-10-26,1986,RCD Mallorca,Espanyol Barcelona,0-1,1-1,1,1,1,league,NA,NA,D
12427,1986-10-26,1986,Racing Santander,Real Murcia,0-1,1-1,1,1,1,league,NA,NA,D
12428,1986-10-26,1986,CE Sabadell,Real Valladolid,1-0,1-0,1,0,1,league,NA,NA,H
12429,1986-10-26,1986,CA Osasuna,Sporting Gijon,0-1,0-2,0,2,1,league,NA,NA,A
12430,1986-10-26,1986,FC Barcelona,UD Las Palmas,0-0,4-0,4,0,1,league,NA,NA,H
12431,1986-10-26,1986,Real Sociedad,Real Zaragoza,0-0,1-0,1,0,1,league,NA,NA,H
12432,1986-10-26,1986,Sevilla FC,Athletic Bilbao,1-1,3-1,3,1,1,league,NA,NA,H
12433,1986-10-26,1986,Cadiz CF,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
12434,1986-10-26,1986,Atletico Madrid,Real Betis,1-0,1-1,1,1,1,league,NA,NA,D
12435,1986-11-01,1986,Athletic Bilbao,Atletico Madrid,1-0,3-0,3,0,1,league,NA,NA,H
12436,1986-11-01,1986,Real Madrid,CE Sabadell,2-0,4-0,4,0,1,league,NA,NA,H
12437,1986-11-02,1986,Espanyol Barcelona,Cadiz CF,0-0,1-0,1,0,1,league,NA,NA,H
12438,1986-11-02,1986,Real Zaragoza,CA Osasuna,0-0,1-0,1,0,1,league,NA,NA,H
12439,1986-11-02,1986,Real Murcia,RCD Mallorca,0-0,2-0,2,0,1,league,NA,NA,H
12440,1986-11-02,1986,Real Betis,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12441,1986-11-02,1986,Real Valladolid,Sevilla FC,1-0,1-0,1,0,1,league,NA,NA,H
12442,1986-11-02,1986,UD Las Palmas,Racing Santander,2-0,3-2,3,2,1,league,NA,NA,H
12443,1986-11-02,1986,Sporting Gijon,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
12444,1986-11-08,1986,Racing Santander,Sporting Gijon,1-2,1-2,1,2,1,league,NA,NA,A
12445,1986-11-08,1986,Athletic Bilbao,Real Valladolid,0-0,1-0,1,0,1,league,NA,NA,H
12446,1986-11-08,1986,RCD Mallorca,UD Las Palmas,2-0,4-0,4,0,1,league,NA,NA,H
12447,1986-11-08,1986,CA Osasuna,Real Betis,0-0,2-1,2,1,1,league,NA,NA,H
12448,1986-11-08,1986,Atletico Madrid,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12449,1986-11-08,1986,CE Sabadell,Espanyol Barcelona,1-0,1-1,1,1,1,league,NA,NA,D
12450,1986-11-08,1986,Cadiz CF,Real Murcia,0-0,0-1,0,1,1,league,NA,NA,A
12451,1986-11-08,1986,Sevilla FC,Real Madrid,0-1,0-1,0,1,1,league,NA,NA,A
12452,1986-11-08,1986,FC Barcelona,Real Zaragoza,0-0,0-0,0,0,1,league,NA,NA,D
12453,1986-11-15,1986,UD Las Palmas,Cadiz CF,1-0,5-0,5,0,1,league,NA,NA,H
12454,1986-11-16,1986,Espanyol Barcelona,Sevilla FC,3-1,5-1,5,1,1,league,NA,NA,H
12455,1986-11-16,1986,Sporting Gijon,RCD Mallorca,2-2,2-2,2,2,1,league,NA,NA,D
12456,1986-11-16,1986,Real Murcia,CE Sabadell,0-0,2-0,2,0,1,league,NA,NA,H
12457,1986-11-16,1986,Real Betis,FC Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
12458,1986-11-16,1986,Real Zaragoza,Racing Santander,2-1,4-1,4,1,1,league,NA,NA,H
12459,1986-11-16,1986,Real Valladolid,Atletico Madrid,0-0,0-0,0,0,1,league,NA,NA,D
12460,1986-11-16,1986,Real Madrid,Athletic Bilbao,2-1,2-4,2,4,1,league,NA,NA,A
12461,1986-11-16,1986,Real Sociedad,CA Osasuna,2-0,2-0,2,0,1,league,NA,NA,H
12462,1986-11-22,1986,Athletic Bilbao,Espanyol Barcelona,1-1,2-1,2,1,1,league,NA,NA,H
12463,1986-11-22,1986,FC Barcelona,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12464,1986-11-23,1986,Cadiz CF,Sporting Gijon,0-0,2-0,2,0,1,league,NA,NA,H
12465,1986-11-23,1986,Real Valladolid,Real Madrid,0-1,1-1,1,1,1,league,NA,NA,D
12466,1986-11-23,1986,Sevilla FC,Real Murcia,2-0,4-0,4,0,1,league,NA,NA,H
12467,1986-11-23,1986,Atletico Madrid,CA Osasuna,0-0,1-0,1,0,1,league,NA,NA,H
12468,1986-11-23,1986,RCD Mallorca,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
12469,1986-11-23,1986,Racing Santander,Real Betis,1-0,2-0,2,0,1,league,NA,NA,H
12470,1986-11-23,1986,CE Sabadell,UD Las Palmas,0-0,1-0,1,0,1,league,NA,NA,H
12471,1986-12-06,1986,Real Betis,RCD Mallorca,0-0,1-0,1,0,1,league,NA,NA,H
12472,1986-12-06,1986,UD Las Palmas,Sevilla FC,1-0,2-1,2,1,1,league,NA,NA,H
12473,1986-12-06,1986,CA Osasuna,FC Barcelona,0-1,0-2,0,2,1,league,NA,NA,A
12474,1986-12-07,1986,Sporting Gijon,CE Sabadell,1-0,2-1,2,1,1,league,NA,NA,H
12475,1986-12-07,1986,Real Zaragoza,Cadiz CF,1-0,1-0,1,0,1,league,NA,NA,H
12476,1986-12-07,1986,Espanyol Barcelona,Real Valladolid,0-0,1-0,1,0,1,league,NA,NA,H
12477,1986-12-07,1986,Real Sociedad,Racing Santander,0-1,1-1,1,1,1,league,NA,NA,D
12478,1986-12-07,1986,Real Murcia,Athletic Bilbao,0-0,2-0,2,0,1,league,NA,NA,H
12479,1986-12-07,1986,Atletico Madrid,Real Madrid,0-0,1-1,1,1,1,league,NA,NA,D
12480,1986-12-13,1986,Athletic Bilbao,UD Las Palmas,2-0,3-0,3,0,1,league,NA,NA,H
12481,1986-12-13,1986,RCD Mallorca,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12482,1986-12-14,1986,Real Madrid,Espanyol Barcelona,1-0,1-0,1,0,1,league,NA,NA,H
12483,1986-12-14,1986,Real Valladolid,Real Murcia,3-0,4-0,4,0,1,league,NA,NA,H
12484,1986-12-14,1986,FC Barcelona,Atletico Madrid,0-1,1-1,1,1,1,league,NA,NA,D
12485,1986-12-14,1986,CE Sabadell,Real Zaragoza,0-0,1-0,1,0,1,league,NA,NA,H
12486,1986-12-14,1986,Cadiz CF,Real Betis,0-0,1-1,1,1,1,league,NA,NA,D
12487,1986-12-14,1986,Sevilla FC,Sporting Gijon,2-0,3-0,3,0,1,league,NA,NA,H
12488,1986-12-14,1986,Racing Santander,CA Osasuna,1-0,1-1,1,1,1,league,NA,NA,D
12489,1986-12-17,1986,RCD Mallorca,CA Osasuna,0-0,0-0,0,0,1,league,NA,NA,D
12490,1986-12-17,1986,Espanyol Barcelona,Atletico Madrid,1-1,2-1,2,1,1,league,NA,NA,H
12491,1986-12-17,1986,Cadiz CF,Real Sociedad,1-0,1-0,1,0,1,league,NA,NA,H
12492,1986-12-17,1986,Sevilla FC,Real Zaragoza,0-0,3-0,3,0,1,league,NA,NA,H
12493,1986-12-17,1986,CE Sabadell,Real Betis,0-1,1-1,1,1,1,league,NA,NA,D
12494,1986-12-17,1986,Athletic Bilbao,Sporting Gijon,0-0,0-0,0,0,1,league,NA,NA,D
12495,1986-12-17,1986,Real Madrid,Real Murcia,1-0,1-0,1,0,1,league,NA,NA,H
12496,1986-12-17,1986,Real Valladolid,UD Las Palmas,1-1,2-1,2,1,1,league,NA,NA,H
12497,1986-12-17,1986,Racing Santander,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
12498,1986-12-20,1986,Real Sociedad,CE Sabadell,2-1,4-1,4,1,1,league,NA,NA,H
12499,1986-12-21,1986,Real Zaragoza,Athletic Bilbao,0-0,0-0,0,0,1,league,NA,NA,D
12500,1986-12-21,1986,CA Osasuna,Cadiz CF,1-0,3-0,3,0,1,league,NA,NA,H
12501,1986-12-21,1986,FC Barcelona,RCD Mallorca,1-0,3-1,3,1,1,league,NA,NA,H
12502,1986-12-21,1986,Sporting Gijon,Real Valladolid,3-0,3-1,3,1,1,league,NA,NA,H
12503,1986-12-21,1986,Atletico Madrid,Racing Santander,0-1,0-1,0,1,1,league,NA,NA,A
12504,1986-12-21,1986,Real Murcia,Espanyol Barcelona,1-2,1-4,1,4,1,league,NA,NA,A
12505,1986-12-21,1986,UD Las Palmas,Real Madrid,0-0,0-1,0,1,1,league,NA,NA,A
12506,1986-12-21,1986,Real Betis,Sevilla FC,0-0,0-0,0,0,1,league,NA,NA,D
12507,1986-12-27,1986,Sevilla FC,Real Sociedad,1-1,1-1,1,1,1,league,NA,NA,D
12508,1986-12-28,1986,Real Madrid,Sporting Gijon,1-1,2-2,2,2,1,league,NA,NA,D
12509,1986-12-28,1986,Cadiz CF,FC Barcelona,0-0,0-1,0,1,1,league,NA,NA,A
12510,1986-12-28,1986,CE Sabadell,CA Osasuna,1-0,3-1,3,1,1,league,NA,NA,H
12511,1986-12-28,1986,RCD Mallorca,Racing Santander,2-0,3-1,3,1,1,league,NA,NA,H
12512,1986-12-28,1986,Espanyol Barcelona,UD Las Palmas,1-1,3-1,3,1,1,league,NA,NA,H
12513,1986-12-28,1986,Athletic Bilbao,Real Betis,0-0,0-0,0,0,1,league,NA,NA,D
12514,1986-12-28,1986,Real Murcia,Atletico Madrid,1-0,2-1,2,1,1,league,NA,NA,H
12515,1986-12-28,1986,Real Valladolid,Real Zaragoza,0-0,1-1,1,1,1,league,NA,NA,D
12516,1987-01-03,1986,Sporting Gijon,Espanyol Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
12517,1987-01-03,1986,UD Las Palmas,Real Murcia,1-1,1-1,1,1,1,league,NA,NA,D
12518,1987-01-04,1986,Real Zaragoza,Real Madrid,0-1,2-2,2,2,1,league,NA,NA,D
12519,1987-01-04,1986,Real Sociedad,Athletic Bilbao,1-1,2-1,2,1,1,league,NA,NA,H
12520,1987-01-04,1986,CA Osasuna,Sevilla FC,1-1,1-1,1,1,1,league,NA,NA,D
12521,1987-01-04,1986,Real Betis,Real Valladolid,1-0,2-1,2,1,1,league,NA,NA,H
12522,1987-01-04,1986,FC Barcelona,CE Sabadell,1-0,3-1,3,1,1,league,NA,NA,H
12523,1987-01-04,1986,Atletico Madrid,RCD Mallorca,1-0,3-1,3,1,1,league,NA,NA,H
12524,1987-01-04,1986,Racing Santander,Cadiz CF,1-0,2-1,2,1,1,league,NA,NA,H
12525,1987-01-10,1986,Athletic Bilbao,CA Osasuna,3-1,4-1,4,1,1,league,NA,NA,H
12526,1987-01-10,1986,UD Las Palmas,Atletico Madrid,1-1,2-1,2,1,1,league,NA,NA,H
12527,1987-01-11,1986,Cadiz CF,RCD Mallorca,0-0,1-0,1,0,1,league,NA,NA,H
12528,1987-01-11,1986,Sevilla FC,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
12529,1987-01-11,1986,Real Valladolid,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12530,1987-01-11,1986,Espanyol Barcelona,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
12531,1987-01-11,1986,Real Madrid,Real Betis,2-0,3-0,3,0,1,league,NA,NA,H
12532,1987-01-11,1986,Real Murcia,Sporting Gijon,0-0,2-0,2,0,1,league,NA,NA,H
12533,1987-01-11,1986,CE Sabadell,Racing Santander,0-0,1-1,1,1,1,league,NA,NA,D
12534,1987-01-17,1986,FC Barcelona,Athletic Bilbao,2-0,4-1,4,1,1,league,NA,NA,H
12535,1987-01-18,1986,Atletico Madrid,Cadiz CF,1-0,2-0,2,0,1,league,NA,NA,H
12536,1987-01-18,1986,RCD Mallorca,CE Sabadell,0-0,1-0,1,0,1,league,NA,NA,H
12537,1987-01-18,1986,Sporting Gijon,UD Las Palmas,1-1,1-2,1,2,1,league,NA,NA,A
12538,1987-01-18,1986,Real Sociedad,Real Madrid,0-1,0-2,0,2,1,league,NA,NA,A
12539,1987-01-18,1986,Racing Santander,Sevilla FC,0-0,2-0,2,0,1,league,NA,NA,H
12540,1987-01-18,1986,Real Betis,Espanyol Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
12541,1987-01-18,1986,Real Zaragoza,Real Murcia,0-0,0-0,0,0,1,league,NA,NA,D
12542,1987-01-24,1986,UD Las Palmas,Real Zaragoza,0-1,1-1,1,1,1,league,NA,NA,D
12543,1987-01-25,1986,Real Murcia,Real Betis,1-0,3-0,3,0,1,league,NA,NA,H
12544,1987-01-25,1986,CE Sabadell,Cadiz CF,0-0,1-0,1,0,1,league,NA,NA,H
12545,1987-01-25,1986,Sevilla FC,RCD Mallorca,1-0,2-1,2,1,1,league,NA,NA,H
12546,1987-01-25,1986,Athletic Bilbao,Racing Santander,0-0,1-2,1,2,1,league,NA,NA,A
12547,1987-01-25,1986,Espanyol Barcelona,Real Sociedad,0-0,2-2,2,2,1,league,NA,NA,D
12548,1987-01-25,1986,Sporting Gijon,Atletico Madrid,0-1,1-1,1,1,1,league,NA,NA,D
12549,1987-01-25,1986,Real Valladolid,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
12550,1987-01-25,1986,Real Madrid,CA Osasuna,0-1,2-1,2,1,1,league,NA,NA,H
12551,1987-01-31,1986,FC Barcelona,Real Madrid,2-0,3-2,3,2,1,league,NA,NA,H
12552,1987-02-01,1986,CA Osasuna,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
12553,1987-02-01,1986,Atletico Madrid,CE Sabadell,1-0,1-1,1,1,1,league,NA,NA,D
12554,1987-02-01,1986,Real Sociedad,Real Murcia,0-1,1-1,1,1,1,league,NA,NA,D
12555,1987-02-01,1986,Racing Santander,Real Valladolid,0-0,0-0,0,0,1,league,NA,NA,D
12556,1987-02-01,1986,Cadiz CF,Sevilla FC,0-0,2-0,2,0,1,league,NA,NA,H
12557,1987-02-01,1986,RCD Mallorca,Athletic Bilbao,0-0,1-1,1,1,1,league,NA,NA,D
12558,1987-02-01,1986,Real Betis,UD Las Palmas,1-0,3-1,3,1,1,league,NA,NA,H
12559,1987-02-01,1986,Real Zaragoza,Sporting Gijon,1-0,1-1,1,1,1,league,NA,NA,D
12560,1987-02-04,1986,CA Osasuna,Real Valladolid,0-0,1-0,1,0,1,league,NA,NA,H
12561,1987-02-07,1986,UD Las Palmas,Real Sociedad,0-1,0-1,0,1,1,league,NA,NA,A
12562,1987-02-08,1986,Real Madrid,Racing Santander,0-0,3-0,3,0,1,league,NA,NA,H
12563,1987-02-08,1986,Real Valladolid,RCD Mallorca,0-1,0-1,0,1,1,league,NA,NA,A
12564,1987-02-08,1986,Real Murcia,CA Osasuna,0-0,0-0,0,0,1,league,NA,NA,D
12565,1987-02-08,1986,Athletic Bilbao,Cadiz CF,0-0,0-0,0,0,1,league,NA,NA,D
12566,1987-02-08,1986,Sporting Gijon,Real Betis,2-0,3-0,3,0,1,league,NA,NA,H
12567,1987-02-08,1986,Real Zaragoza,Atletico Madrid,0-0,1-0,1,0,1,league,NA,NA,H
12568,1987-02-08,1986,Espanyol Barcelona,FC Barcelona,0-1,1-1,1,1,1,league,NA,NA,D
12569,1987-02-08,1986,Sevilla FC,CE Sabadell,0-0,0-1,0,1,1,league,NA,NA,A
12570,1987-02-14,1986,Real Sociedad,Sporting Gijon,0-1,2-1,2,1,1,league,NA,NA,H
12571,1987-02-15,1986,Real Betis,Real Zaragoza,0-1,0-1,0,1,1,league,NA,NA,A
12572,1987-02-15,1986,FC Barcelona,Real Murcia,0-0,2-0,2,0,1,league,NA,NA,H
12573,1987-02-15,1986,Cadiz CF,Real Valladolid,1-0,1-1,1,1,1,league,NA,NA,D
12574,1987-02-15,1986,CA Osasuna,UD Las Palmas,1-1,2-1,2,1,1,league,NA,NA,H
12575,1987-02-15,1986,Atletico Madrid,Sevilla FC,0-2,0-2,0,2,1,league,NA,NA,A
12576,1987-02-15,1986,Racing Santander,Espanyol Barcelona,0-1,1-3,1,3,1,league,NA,NA,A
12577,1987-02-15,1986,CE Sabadell,Athletic Bilbao,0-0,0-0,0,0,1,league,NA,NA,D
12578,1987-02-15,1986,RCD Mallorca,Real Madrid,1-0,1-0,1,0,1,league,NA,NA,H
12579,1987-02-21,1986,Espanyol Barcelona,RCD Mallorca,2-1,3-1,3,1,1,league,NA,NA,H
12580,1987-02-21,1986,Real Betis,Atletico Madrid,1-1,2-1,2,1,1,league,NA,NA,H
12581,1987-02-22,1986,Real Madrid,Cadiz CF,0-0,2-1,2,1,1,league,NA,NA,H
12582,1987-02-22,1986,Real Murcia,Racing Santander,1-0,2-1,2,1,1,league,NA,NA,H
12583,1987-02-22,1986,Sporting Gijon,CA Osasuna,0-0,3-0,3,0,1,league,NA,NA,H
12584,1987-02-22,1986,Athletic Bilbao,Sevilla FC,0-0,0-1,0,1,1,league,NA,NA,A
12585,1987-02-22,1986,UD Las Palmas,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
12586,1987-02-22,1986,Real Zaragoza,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12587,1987-02-22,1986,Real Valladolid,CE Sabadell,0-0,1-0,1,0,1,league,NA,NA,H
12588,1987-02-28,1986,Cadiz CF,Espanyol Barcelona,0-1,0-2,0,2,1,league,NA,NA,A
12589,1987-02-28,1986,FC Barcelona,Sporting Gijon,0-2,0-4,0,4,1,league,NA,NA,A
12590,1987-02-28,1986,CA Osasuna,Real Zaragoza,0-0,1-0,1,0,1,league,NA,NA,H
12591,1987-03-01,1986,Sevilla FC,Real Valladolid,2-0,2-1,2,1,1,league,NA,NA,H
12592,1987-03-01,1986,RCD Mallorca,Real Murcia,0-0,1-0,1,0,1,league,NA,NA,H
12593,1987-03-01,1986,Racing Santander,UD Las Palmas,1-0,1-0,1,0,1,league,NA,NA,H
12594,1987-03-01,1986,Real Sociedad,Real Betis,1-0,1-0,1,0,1,league,NA,NA,H
12595,1987-03-01,1986,CE Sabadell,Real Madrid,0-0,0-1,0,1,1,league,NA,NA,A
12596,1987-03-01,1986,Atletico Madrid,Athletic Bilbao,0-0,2-0,2,0,1,league,NA,NA,H
12597,1987-03-07,1986,Real Sociedad,Atletico Madrid,0-0,0-1,0,1,1,league,NA,NA,A
12598,1987-03-08,1986,Real Madrid,Sevilla FC,1-0,2-1,2,1,1,league,NA,NA,H
12599,1987-03-08,1986,Real Murcia,Cadiz CF,1-0,1-0,1,0,1,league,NA,NA,H
12600,1987-03-08,1986,UD Las Palmas,RCD Mallorca,2-0,3-0,3,0,1,league,NA,NA,H
12601,1987-03-08,1986,Espanyol Barcelona,CE Sabadell,2-1,3-1,3,1,1,league,NA,NA,H
12602,1987-03-08,1986,Sporting Gijon,Racing Santander,1-0,2-1,2,1,1,league,NA,NA,H
12603,1987-03-08,1986,Real Valladolid,Athletic Bilbao,1-0,2-0,2,0,1,league,NA,NA,H
12604,1987-03-08,1986,Real Zaragoza,FC Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
12605,1987-03-08,1986,Real Betis,CA Osasuna,0-0,0-0,0,0,1,league,NA,NA,D
12606,1987-03-14,1986,RCD Mallorca,Sporting Gijon,0-0,1-0,1,0,1,league,NA,NA,H
12607,1987-03-14,1986,FC Barcelona,Real Betis,0-0,2-0,2,0,1,league,NA,NA,H
12608,1987-03-15,1986,Racing Santander,Real Zaragoza,1-2,1-2,1,2,1,league,NA,NA,A
12609,1987-03-15,1986,Atletico Madrid,Real Valladolid,0-0,1-0,1,0,1,league,NA,NA,H
12610,1987-03-15,1986,Cadiz CF,UD Las Palmas,0-1,1-2,1,2,1,league,NA,NA,A
12611,1987-03-15,1986,Sevilla FC,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
12612,1987-03-15,1986,Athletic Bilbao,Real Madrid,1-2,1-2,1,2,1,league,NA,NA,A
12613,1987-03-15,1986,CE Sabadell,Real Murcia,0-0,1-0,1,0,1,league,NA,NA,H
12614,1987-03-15,1986,CA Osasuna,Real Sociedad,1-2,1-3,1,3,1,league,NA,NA,A
12615,1987-03-21,1986,UD Las Palmas,CE Sabadell,0-0,0-0,0,0,1,league,NA,NA,D
12616,1987-03-21,1986,Espanyol Barcelona,Athletic Bilbao,2-1,2-1,2,1,1,league,NA,NA,H
12617,1987-03-22,1986,CA Osasuna,Atletico Madrid,0-1,0-2,0,2,1,league,NA,NA,A
12618,1987-03-22,1986,Sporting Gijon,Cadiz CF,0-1,2-1,2,1,1,league,NA,NA,H
12619,1987-03-22,1986,Real Zaragoza,RCD Mallorca,0-0,0-0,0,0,1,league,NA,NA,D
12620,1987-03-22,1986,Real Madrid,Real Valladolid,1-1,2-1,2,1,1,league,NA,NA,H
12621,1987-03-22,1986,Real Murcia,Sevilla FC,2-1,2-1,2,1,1,league,NA,NA,H
12622,1987-03-22,1986,Real Sociedad,FC Barcelona,1-0,1-1,1,1,1,league,NA,NA,D
12623,1987-03-22,1986,Real Betis,Racing Santander,2-0,2-0,2,0,1,league,NA,NA,H
12624,1987-03-25,1986,FC Barcelona,CA Osasuna,2-0,4-2,4,2,1,league,NA,NA,H
12625,1987-03-25,1986,Racing Santander,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
12626,1987-03-25,1986,Athletic Bilbao,Real Murcia,2-0,2-0,2,0,1,league,NA,NA,H
12627,1987-03-25,1986,CE Sabadell,Sporting Gijon,0-0,0-0,0,0,1,league,NA,NA,D
12628,1987-03-25,1986,Sevilla FC,UD Las Palmas,0-0,1-0,1,0,1,league,NA,NA,H
12629,1987-03-25,1986,Cadiz CF,Real Zaragoza,0-0,0-1,0,1,1,league,NA,NA,A
12630,1987-03-25,1986,Real Valladolid,Espanyol Barcelona,1-0,1-0,1,0,1,league,NA,NA,H
12631,1987-03-25,1986,RCD Mallorca,Real Betis,1-0,3-1,3,1,1,league,NA,NA,H
12632,1987-03-26,1986,Real Madrid,Atletico Madrid,3-0,4-1,4,1,1,league,NA,NA,H
12633,1987-04-04,1986,Espanyol Barcelona,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
12634,1987-04-04,1986,Real Zaragoza,CE Sabadell,2-1,2-1,2,1,1,league,NA,NA,H
12635,1987-04-05,1986,Atletico Madrid,FC Barcelona,0-1,0-4,0,4,1,league,NA,NA,A
12636,1987-04-05,1986,UD Las Palmas,Athletic Bilbao,2-1,2-1,2,1,1,league,NA,NA,H
